"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"951","2010","2","Bihar","Supaul","7652.0","62.22","52.47","35.16","2303.0","18.73","15.79","10.58","2343.0","19.05","16.07","10.77","12298.0","84.33","56.51"
"951","2011","2","Bihar","Supaul","10005.0","69.06","68.11","45.19","3113.0","21.49","21.19","14.06","1369.0","9.45","9.32","6.18","14487.0","98.61","65.43"
"951","2012","2","Bihar","Supaul","12601.0","68.55","85.65","55.67","4383.0","23.85","29.79","19.36","1397.0","7.6","9.5","6.17","18381.0","124.94","81.21"
"951","2013","2","Bihar","Supaul","13807.0","64.23","93.71","57.66","5391.0","25.08","36.59","22.51","2297.0","10.69","15.59","9.59","21495.0","145.89","89.76"
"951","2014","2","Bihar","Supaul","14353.0","64.86","94.5","55.41","4353.0","19.67","28.66","16.8","3422.0","15.46","22.53","13.21","22128.0","145.69","85.42"
"951","2015","2","Bihar","Supaul","21915.0","63.12","155.86","92.63","8793.0","25.32","62.53","37.17","4013.0","11.56","28.54","16.96","34721.0","246.93","146.76"
"951","2016","2","Bihar","Supaul","20842.0","57.88","141.51","85.68","9397.0","26.09","63.8","38.63","5772.0","16.03","39.19","23.73","36011.0","244.5","148.03"
"951","2017","2","Bihar","Supaul","23807.0","58.03","158.34","94.36","11074.0","26.99","73.65","43.89","6142.0","14.97","40.85","24.34","41023.0","272.85","162.6"
"951","2018","2","Bihar","Supaul","28330.0","59.08","204.38","118.43","12998.0","27.11","93.77","54.33","6622.0","13.81","47.77","27.68","47950.0","345.93","200.44"
"951","2019","2","Bihar","Supaul","30380.0","56.82","219.3","127.15","14943.0","27.95","107.87","62.54","8147.0","15.24","58.81","34.1","53470.0","385.98","223.78"
"951","2020","2","Bihar","Supaul","31980.0","59.44","234.9","136.11","14900.0","27.7","109.44","63.41","6920.0","12.86","50.83","29.45","53800.0","395.17","228.97"
"952","1990","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1991","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1992","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1993","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1994","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1995","15","Jharkhand","Chatra","483.0","62.0","12.06","9.58","179.0","22.98","4.47","3.55","117.0","15.02","2.92","2.32","779.0","19.45","15.45"
"952","1996","15","Jharkhand","Chatra","553.0","66.63","12.99","10.34","153.0","18.43","3.59","2.86","124.0","14.94","2.91","2.32","830.0","19.49","15.53"
"952","1997","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1998","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","1999","15","Jharkhand","Chatra","500.0","83.33","11.27","10.28","100.0","16.67","2.23","2.04","-1.0","-1.0","-1.0","-1.0","600.0","13.48","12.3"
"952","2000","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","2001","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","2002","15","Jharkhand","Chatra","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"952","2003","15","Jharkhand","Chatra","486.0","29.85","17.87","9.85","1091.0","67.01","40.17","22.15","51.0","3.13","1.84","1.02","1628.0","59.89","33.02"
"952","2004","15","Jharkhand","Chatra","2021.0","41.74","44.61","43.76","2657.0","54.87","58.65","57.53","164.0","3.39","3.62","3.55","4842.0","106.88","104.83"
"952","2005","15","Jharkhand","Chatra","1614.0","54.95","56.92","49.35","1004.0","34.18","35.41","30.7","319.0","10.86","11.25","9.75","2937.0","103.58","89.8"
"952","2006","15","Jharkhand","Chatra","2501.0","75.95","107.39","58.76","710.0","21.56","30.49","16.68","82.0","2.49","3.52","1.93","3293.0","141.39","77.37"
"952","2007","15","Jharkhand","Chatra","1636.0","47.37","61.25","38.06","1119.0","32.4","41.89","26.03","699.0","20.24","26.17","16.26","3454.0","129.31","80.34"
"952","2008","15","Jharkhand","Chatra","1438.0","59.57","66.86","38.88","816.0","33.8","37.94","22.06","160.0","6.63","7.44","4.33","2414.0","112.23","65.27"
"952","2009","15","Jharkhand","Chatra","1451.0","50.42","54.08","46.37","1067.0","37.07","39.77","34.1","360.0","12.51","13.42","11.5","2878.0","107.26","91.98"
"952","2010","15","Jharkhand","Chatra","1075.0","51.93","43.29","35.62","814.0","39.32","32.78","26.97","181.0","8.74","7.29","6.0","2070.0","83.36","68.58"
"952","2011","15","Jharkhand","Chatra","1572.0","69.1","54.92","40.64","663.0","29.14","23.16","17.14","40.0","1.76","1.4","1.03","2275.0","79.47","58.82"
"952","2012","15","Jharkhand","Chatra","2007.0","82.39","63.38","52.62","420.0","17.24","13.26","11.01","9.0","0.37","0.25","0.21","2436.0","76.89","63.84"
"952","2013","15","Jharkhand","Chatra","2402.0","83.37","198.55","60.62","455.0","15.79","37.61","11.48","24.0","0.83","1.98","0.61","2881.0","238.14","72.71"
"952","2014","15","Jharkhand","Chatra","2392.0","89.66","63.03","61.45","245.0","9.18","6.46","6.29","31.0","1.16","0.82","0.8","2668.0","70.31","68.54"
"952","2015","15","Jharkhand","Chatra","3885.0","76.48","147.67","71.17","1080.0","21.26","41.05","19.79","115.0","2.26","4.37","2.11","5080.0","193.09","93.07"
"952","2016","15","Jharkhand","Chatra","2346.0","76.0","73.18","59.89","729.0","23.62","22.74","18.61","12.0","0.39","0.34","0.28","3087.0","96.26","78.78"
"952","2017","15","Jharkhand","Chatra","2579.0","54.08","89.45","74.36","2005.0","42.04","69.54","57.81","185.0","3.88","6.42","5.33","4769.0","165.41","137.5"
"952","2018","15","Jharkhand","Chatra","3600.0","75.22","126.53","113.18","1144.0","23.9","40.21","35.96","42.0","0.88","1.48","1.32","4786.0","168.22","150.46"
"952","2019","15","Jharkhand","Chatra","4924.0","80.37","159.32","156.75","1146.0","18.7","37.08","36.48","57.0","0.93","1.84","1.81","6127.0","198.25","195.04"
"952","2020","15","Jharkhand","Chatra","5130.0","75.89","156.79","153.08","1510.0","22.34","46.15","45.06","120.0","1.78","3.67","3.58","6760.0","206.61","201.72"
"953","1990","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1991","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1992","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1993","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1994","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1995","15","Jharkhand","Bokaro","1012.0","93.7","23.29","19.29","37.0","3.43","0.85","0.71","31.0","2.87","0.71","0.59","1080.0","24.85","20.59"
"953","1996","15","Jharkhand","Bokaro","1159.0","93.92","32.28","24.98","31.0","2.51","0.86","0.67","44.0","3.57","1.23","0.95","1234.0","34.37","26.59"
"953","1997","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1998","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","1999","15","Jharkhand","Bokaro","1000.0","50.0","64.71","40.34","1000.0","50.0","64.71","40.34","-1.0","-1.0","-1.0","-1.0","2000.0","129.35","80.64"
"953","2000","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","2001","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","2002","15","Jharkhand","Bokaro","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"953","2003","15","Jharkhand","Bokaro","188.0","55.46","5.45","4.92","149.0","43.95","4.31","3.9","2.0","0.59","0.03","0.03","339.0","9.78","8.85"
"953","2004","15","Jharkhand","Bokaro","481.0","50.16","26.81","21.44","430.0","44.84","23.97","19.17","48.0","5.01","2.68","2.14","959.0","53.46","42.75"
"953","2005","15","Jharkhand","Bokaro","515.0","36.19","31.29","25.04","856.0","60.15","52.01","41.62","52.0","3.65","3.16","2.53","1423.0","86.47","69.19"
"953","2006","15","Jharkhand","Bokaro","1610.0","79.08","51.62","50.93","393.0","19.3","12.6","12.43","33.0","1.62","1.06","1.04","2036.0","65.28","64.41"
"953","2007","15","Jharkhand","Bokaro","896.0","69.73","21.88","19.06","351.0","27.32","8.57","7.46","38.0","2.96","0.93","0.81","1285.0","31.38","27.33"
"953","2008","15","Jharkhand","Bokaro","517.0","62.97","12.81","9.27","248.0","30.21","6.15","4.45","56.0","6.82","1.39","1.0","821.0","20.35","14.72"
"953","2009","15","Jharkhand","Bokaro","769.0","69.4","30.17","26.08","291.0","26.26","11.42","9.87","48.0","4.33","1.88","1.63","1108.0","43.47","37.58"
"953","2010","15","Jharkhand","Bokaro","567.0","65.25","29.1","25.28","286.0","32.91","14.68","12.75","16.0","1.84","0.82","0.71","869.0","44.6","38.75"
"953","2011","15","Jharkhand","Bokaro","1371.0","86.66","67.24","31.48","161.0","10.18","7.9","3.7","50.0","3.16","2.45","1.15","1582.0","77.59","36.33"
"953","2012","15","Jharkhand","Bokaro","1420.0","89.36","40.32","35.75","167.0","10.51","4.74","4.2","2.0","0.13","0.03","0.03","1589.0","45.09","39.98"
"953","2013","15","Jharkhand","Bokaro","1629.0","88.24","48.81","43.93","214.0","11.59","6.41","5.77","3.0","0.16","0.06","0.05","1846.0","55.29","49.75"
"953","2014","15","Jharkhand","Bokaro","389.0","90.26","11.39","9.97","38.0","8.82","1.11","0.97","4.0","0.93","0.09","0.08","431.0","12.59","11.02"
"953","2015","15","Jharkhand","Bokaro","1453.0","67.64","52.3","43.34","441.0","20.53","15.87","13.15","254.0","11.82","9.14","7.58","2148.0","77.31","64.07"
"953","2016","15","Jharkhand","Bokaro","1061.0","78.65","36.1","25.76","278.0","20.61","9.46","6.75","10.0","0.74","0.34","0.24","1349.0","45.9","32.75"
"953","2017","15","Jharkhand","Bokaro","789.0","59.32","28.89","23.05","456.0","34.29","16.7","13.32","85.0","6.39","3.11","2.48","1330.0","48.71","38.85"
"953","2018","15","Jharkhand","Bokaro","1262.0","67.78","51.93","43.93","490.0","26.32","20.16","17.06","110.0","5.91","4.53","3.83","1862.0","76.62","64.82"
"953","2019","15","Jharkhand","Bokaro","1341.0","70.88","61.1","43.63","514.0","27.17","23.42","16.72","37.0","1.96","1.69","1.2","1892.0","86.2","61.55"
"953","2020","15","Jharkhand","Bokaro","1750.0","70.28","64.98","57.9","640.0","25.7","23.77","21.18","100.0","4.02","3.71","3.31","2490.0","92.46","82.39"
"954","1990","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1991","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1992","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1993","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1994","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1995","15","Jharkhand","Gadva Garhwa","2024.0","76.2","33.28","21.91","470.0","17.7","7.73","5.09","162.0","6.1","2.66","1.75","2656.0","43.68","28.76"
"954","1996","15","Jharkhand","Gadva Garhwa","2319.0","78.64","37.12","22.84","403.0","13.67","6.45","3.97","227.0","7.7","3.63","2.24","2949.0","47.21","29.04"
"954","1997","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1998","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","1999","15","Jharkhand","Gadva Garhwa","1400.0","53.85","22.04","16.36","1100.0","42.31","17.32","12.85","100.0","3.85","1.56","1.16","2600.0","40.92","30.37"
"954","2000","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","2001","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","2002","15","Jharkhand","Gadva Garhwa","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"954","2003","15","Jharkhand","Gadva Garhwa","993.0","41.78","17.19","15.22","1292.0","54.35","22.36","19.81","92.0","3.87","1.59","1.41","2377.0","41.14","36.44"
"954","2004","15","Jharkhand","Gadva Garhwa","2423.0","60.23","38.37","37.08","1537.0","38.21","24.34","23.52","63.0","1.57","1.0","0.96","4023.0","63.7","61.57"
"954","2005","15","Jharkhand","Gadva Garhwa","3167.0","73.81","59.59","57.4","862.0","20.09","16.22","15.62","262.0","6.11","4.93","4.75","4291.0","80.74","77.78"
"954","2006","15","Jharkhand","Gadva Garhwa","3835.0","71.15","80.28","79.68","1427.0","26.47","29.87","29.65","128.0","2.37","2.68","2.66","5390.0","112.83","111.99"
"954","2007","15","Jharkhand","Gadva Garhwa","2700.0","63.72","51.05","49.38","1274.0","30.07","24.09","23.3","263.0","6.21","4.97","4.81","4237.0","80.11","77.49"
"954","2008","15","Jharkhand","Gadva Garhwa","2910.0","70.29","56.62","55.23","1004.0","24.25","19.53","19.05","226.0","5.46","4.4","4.29","4140.0","80.55","78.57"
"954","2009","15","Jharkhand","Gadva Garhwa","2952.0","68.1","64.64","63.72","917.0","21.15","20.08","19.79","466.0","10.75","10.2","10.06","4335.0","94.92","93.58"
"954","2010","15","Jharkhand","Gadva Garhwa","3568.0","75.35","83.62","54.89","971.0","20.51","22.76","14.94","196.0","4.14","4.59","3.02","4735.0","110.97","72.84"
"954","2011","15","Jharkhand","Gadva Garhwa","4811.0","81.75","77.8","62.08","868.0","14.75","14.04","11.2","206.0","3.5","3.33","2.66","5885.0","95.17","75.94"
"954","2012","15","Jharkhand","Gadva Garhwa","4470.0","76.09","57.22","53.34","1374.0","23.39","17.59","16.4","31.0","0.53","0.4","0.37","5875.0","75.21","70.1"
"954","2013","15","Jharkhand","Gadva Garhwa","4233.0","81.01","77.95","52.04","853.0","16.33","15.71","10.49","139.0","2.66","2.56","1.71","5225.0","96.21","64.24"
"954","2014","15","Jharkhand","Gadva Garhwa","3178.0","95.06","72.34","50.24","140.0","4.19","3.16","2.2","25.0","0.75","0.55","0.38","3343.0","76.05","52.81"
"954","2015","15","Jharkhand","Gadva Garhwa","5749.0","84.38","103.1","78.67","980.0","14.38","17.58","13.41","84.0","1.23","1.49","1.14","6813.0","122.17","93.22"
"954","2016","15","Jharkhand","Gadva Garhwa","4820.0","88.25","72.55","52.75","630.0","11.53","9.48","6.89","12.0","0.22","0.17","0.12","5462.0","82.2","59.76"
"954","2017","15","Jharkhand","Gadva Garhwa","4831.0","57.72","67.42","54.47","3061.0","36.57","42.72","34.51","478.0","5.71","6.67","5.39","8370.0","116.82","94.37"
"954","2018","15","Jharkhand","Gadva Garhwa","5548.0","84.81","78.38","53.85","961.0","14.69","13.58","9.33","33.0","0.5","0.47","0.32","6542.0","92.42","63.5"
"954","2019","15","Jharkhand","Gadva Garhwa","6344.0","82.98","86.53","63.37","1283.0","16.78","17.5","12.82","18.0","0.24","0.23","0.17","7645.0","104.27","76.35"
"954","2020","15","Jharkhand","Gadva Garhwa","6480.0","79.31","88.39","65.69","1650.0","20.0","22.51","16.73","40.0","0.49","0.55","0.41","8170.0","111.44","82.83"
"955","1990","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1991","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1992","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1993","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1994","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1995","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1996","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1997","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1998","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","1999","15","Jharkhand","Khodrama Koderma","1900.0","40.43","107.72","90.76","2700.0","57.45","153.07","128.97","100.0","2.13","5.61","4.73","4700.0","266.4","224.46"
"955","2000","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","2001","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","2002","15","Jharkhand","Khodrama Koderma","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"955","2003","15","Jharkhand","Khodrama Koderma","1205.0","51.98","103.83","62.28","1076.0","46.42","92.71","55.61","37.0","1.6","3.19","1.91","2318.0","199.72","119.81"
"955","2004","15","Jharkhand","Khodrama Koderma","862.0","57.31","51.04","44.16","577.0","38.36","34.16","29.56","65.0","4.32","3.85","3.33","1504.0","89.05","77.06"
"955","2005","15","Jharkhand","Khodrama Koderma","4273.0","60.26","319.84","261.03","2406.0","33.93","180.09","146.98","412.0","5.81","30.84","25.17","7091.0","530.76","433.17"
"955","2006","15","Jharkhand","Khodrama Koderma","4462.0","55.32","349.41","234.35","3327.0","41.25","260.53","174.74","277.0","3.43","21.69","14.55","8066.0","631.64","423.63"
"955","2007","15","Jharkhand","Khodrama Koderma","4612.0","52.99","244.98","213.42","3382.0","38.86","179.65","156.5","710.0","8.16","37.71","32.86","8704.0","462.34","402.78"
"955","2008","15","Jharkhand","Khodrama Koderma","3978.0","57.07","186.26","179.0","2242.0","32.17","104.98","100.89","750.0","10.76","35.12","33.75","6970.0","326.36","313.64"
"955","2009","15","Jharkhand","Khodrama Koderma","4119.0","51.44","305.52","289.68","2772.0","34.62","205.61","194.95","1116.0","13.94","82.78","78.49","8007.0","593.9","563.12"
"955","2010","15","Jharkhand","Khodrama Koderma","2615.0","50.11","349.51","229.29","2006.0","38.44","268.11","175.89","597.0","11.44","79.79","52.35","5218.0","697.41","457.52"
"955","2011","15","Jharkhand","Khodrama Koderma","4447.0","60.5","5929.33","369.66","2365.0","32.17","3153.33","196.59","539.0","7.33","718.67","44.8","7351.0","9801.33","611.06"
"955","2012","15","Jharkhand","Khodrama Koderma","4038.0","60.58","182.75","173.72","1706.0","25.59","77.21","73.4","922.0","13.83","41.73","39.67","6666.0","301.68","286.78"
"955","2013","15","Jharkhand","Khodrama Koderma","3836.0","76.72","164.18","150.54","712.0","14.24","30.47","27.94","452.0","9.04","19.35","17.74","5000.0","214.0","196.22"
"955","2014","15","Jharkhand","Khodrama Koderma","4099.0","96.95","385.64","355.17","112.0","2.65","10.54","9.7","17.0","0.4","1.51","1.39","4228.0","397.69","366.26"
"955","2015","15","Jharkhand","Khodrama Koderma","3756.0","70.63","306.01","283.69","1301.0","24.46","106.0","98.26","261.0","4.91","21.18","19.64","5318.0","433.19","401.59"
"955","2016","15","Jharkhand","Khodrama Koderma","4907.0","79.39","365.21","356.43","1169.0","18.91","87.01","84.91","105.0","1.7","7.81","7.63","6181.0","460.03","448.97"
"955","2017","15","Jharkhand","Khodrama Koderma","2234.0","59.19","252.97","158.41","1395.0","36.96","157.97","98.92","145.0","3.84","16.42","10.28","3774.0","427.36","267.6"
"955","2018","15","Jharkhand","Khodrama Koderma","2676.0","70.53","246.34","203.95","1049.0","27.65","96.57","79.95","69.0","1.82","6.35","5.26","3794.0","349.26","289.15"
"955","2019","15","Jharkhand","Khodrama Koderma","2675.0","71.07","209.61","204.5","1033.0","27.44","80.94","78.97","56.0","1.49","4.31","4.2","3764.0","294.86","287.67"
"955","2020","15","Jharkhand","Khodrama Koderma","3580.0","70.75","298.73","265.26","1420.0","28.06","118.49","105.22","60.0","1.19","5.01","4.45","5060.0","422.23","374.93"
"956","1990","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1991","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1992","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1993","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1994","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1995","2","Bihar","Lakhisarai","1557.0","67.96","-1.0","-1.0","446.0","19.47","-1.0","-1.0","288.0","12.57","-1.0","-1.0","2291.0","-1.0","-1.0"
"956","1996","2","Bihar","Lakhisarai","1777.0","73.34","29.09","23.04","379.0","15.64","6.2","4.91","267.0","11.02","4.37","3.46","2423.0","39.66","31.41"
"956","1997","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1998","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","1999","2","Bihar","Lakhisarai","7300.0","77.66","107.64","98.22","1400.0","14.89","20.64","18.84","700.0","7.45","10.32","9.42","9400.0","138.6","126.48"
"956","2000","2","Bihar","Lakhisarai","5650.0","88.99","82.69","75.54","688.0","10.84","10.07","9.2","11.0","0.17","0.16","0.15","6349.0","92.92","84.89"
"956","2001","2","Bihar","Lakhisarai","3324.0","91.34","49.13","45.88","121.0","3.33","1.79","1.67","194.0","5.33","2.87","2.68","3639.0","53.78","50.22"
"956","2002","2","Bihar","Lakhisarai","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"956","2003","2","Bihar","Lakhisarai","4177.0","87.1","61.39","53.46","104.0","2.2","1.53","1.33","515.0","10.7","7.57","6.59","4796.0","70.49","61.38"
"956","2004","2","Bihar","Lakhisarai","5051.0","87.06","84.55","65.72","402.0","6.93","6.73","5.23","349.0","6.02","5.84","4.54","5802.0","97.12","75.49"
"956","2005","2","Bihar","Lakhisarai","3905.0","73.9","64.76","50.32","821.0","15.54","13.62","10.58","558.0","10.56","9.25","7.19","5284.0","87.63","68.09"
